Moves,Played,WhiteWins,Draws,BlackWins,AvgElo
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 c2c3 e8g8 d3c2 f8e8 d2d4 c8g4 f1e1 d6d5 c1f4 e7d6 e1e8 d8e8,2,2,0,0,2774.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 c2c3 e8g8 d3c2 f8e8 h2h3 d6d5 f1e1 e7d6 d2d4 b8d7 b1d2 e8e1,2,2,0,0,2774.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 c2c3 e8g8 h2h3 b7b6 d3c2 c8b7 d2d4 b8d7 f1e1 f8e8 b1d2 e7f8,2,2,0,0,2643.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 c2c3 e8g8 h2h3 b7b6 d3c2 c8b7 d2d4 b8d7 f1e1 f8e8 c1f4 e7f8,2,0,2,0,2640.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 c2c3 e8g8 h2h3 d6d5 d3c2 f6e4 d2d3 e4d6 d3d4 c7c6 c1f4 c8f5,2,0,2,0,2656.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 c2c3 e8g8 h2h3 d6d5 d3c2 f8e8 d2d4 e7d6 c1g5 b8d7 f1e1 e8e1,2,0,2,0,2653.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 c2c3 e8g8 h2h3 f8e8 d3c2 b7b6 d2d4 c8b7 f1e1 b8d7 b1d2 e7f8,1,1,0,0,2670.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 b2b3 f6d5 c1b2 e7f6 b1c3 d5c3 b2c3 b8c6 h2h3 c8d7,2,0,2,0,2616.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 c2c3 f8e8 h2h3 d6d5 d3c2 e7d6 e1e8 d8e8 d2d4 b8d7,2,0,2,0,2774.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 c8f5 d2d4 c7c6 c2c4 b8d7 b1c3 d7b6 c1f4 f8e8,2,2,0,0,2641.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 c8g4 h2h3 g4h5 d2d4 d6d5 c2c4 b8c6 c1e3 f8e8,2,2,0,0,2695.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 d6d5 d2d4 b8d7 h2h3 f8e8 c2c4 d5c4 f1c4 d7b6,2,0,2,0,2734.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 d6d5 d2d4 c7c5 c1g5 h7h6 g5h4 b8c6 b1c3 c8e6,2,0,0,2,2744.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 d6d5 d2d4 c7c5 d4c5 e7c5 c1e3 c5e3 e1e3 b8c6,2,0,0,2,2701.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 d6d5 d2d4 c7c6 h2h3 h7h6 f1d3 e7d6 f3e5 c6c5,2,0,2,0,2678.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 d6d5 d2d4 f8e8 c2c4 b8c6 b1c3 c8g4 c1e3 d5c4,1,0,0,1,2646.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 d6d5 d2d4 f8e8 c2c4 b8c6 b1c3 h7h6 h2h3 d5c4,2,0,2,0,2753.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 d6d5 d2d4 f8e8 c2c4 c8g4 b1c3 b8c6 c4d5 f6d5,2,0,0,2,2755.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 d6d5 d2d4 h7h6 h2h3 c8e6 c1f4 c7c5 b1d2 b8c6,2,0,2,0,2755.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 f8e8 d2d4 b8d7 c2c4 d7f8 b1c3 f8g6 h2h3 c7c6,2,0,2,0,2774.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 f8e8 d2d4 b8d7 c2c4 d7f8 h2h3 c7c6 b1c3 c8f5,2,0,2,0,2701.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 f8e8 d2d4 c7c6 c1f4 b8d7 c2c4 d7f8 h2h3 d6d5,2,2,0,0,2636.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 f8e8 d2d4 c8f5 c2c4 e7f8 e1e8 d8e8 b1c3 b8c6,2,2,0,0,2666.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 d3f1 f8e8 d2d4 d6d5 c2c4 c8g4 b1c3 b8c6 c4d5 f6d5,2,2,0,0,2751.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 h2h3 b8c6 d3f1 c8f5 d2d4 f8e8 c2c3 h7h6 d4d5 c6b8,3,0,0,3,2691.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 h2h3 d6d5 c2c3 e7d6 d3c2 b8d7 d2d4 h7h6 b1d2 f8e8,2,0,2,0,2782.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 h2h3 d6d5 c2c3 f8e8 d3c2 c7c5 d2d4 b8c6 c1g5 c5d4,1,0,1,0,2709.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 f1e1 e8g8 h2h3 f8e8 b2b3 b8d7 c1b2 d7c5 d3f1 d6d5 d2d3 c7c6,2,0,2,0,2640.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 h2h3 d6d5 c2c3 c7c5 d3c2 d5d4 c3d4 c5d4 c2a4 b8c6 a4c6 b7c6,2,0,2,0,2645.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 h2h3 e8g8 c2c3 b7b6 d3c2 c8b7 d2d4 b8d7 b1d2 f8e8 d2c4 a7a6,2,2,0,0,2608.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 h2h3 e8g8 c2c3 b7b6 d3c2 c8b7 d2d4 b8d7 c2b3 b6b5 f1e1 a8b8,2,0,2,0,2739.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 h2h3 e8g8 c2c3 b7b6 d3c2 c8b7 d2d4 f8e8 c1f4 b8d7 b1d2 d7f8,2,0,2,0,2708.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 h2h3 e8g8 c2c3 d6d5 d3c2 e7d6 d2d4 h7h6 f1e1 f8e8 b1d2 b8c6,1,0,1,0,2629.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 h2h3 e8g8 c2c3 d6d5 d3c2 e7d6 d2d4 h7h6 f1e1 f8e8 e1e8 d8e8,2,2,0,0,2764.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 h2h3 e8g8 c2c3 f8e8 d3c2 e7f8 d2d4 h7h6 c3c4 c7c6 b1c3 b8a6,2,0,0,2,2626.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 e1g1 f8e7 h2h3 e8g8 f1e1 f8e8 d3f1 e7f8 e1e8 d8e8 d2d4 h7h6 c2c4 c8f5,2,2,0,0,2819.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 h2h3 f8e7 c2c3 e8g8 d3c2 b7b6 e1g1 c8b7 d2d4 b8d7 b1d2 f8e8 d2c4 a7a5,1,0,0,1,2694.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4f6 h2h3 f8e7 e1g1 e8g8 c2c3 b7b6 d3c2 c8b7 f3d4 g7g6 f1e1 f8e8 c2a4 c7c6,1,0,1,0,2670.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3 e4g5 e1g1 d6d5 f1e1 g5e6 c2c4 d5d4 d1c2 g7g6 c4c5 f8g7 d3c4 e8g8 d2d3 b8c6,2,0,2,0,2698.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 h2h3 d6d5 d2d3 e4d6 c2c4 f8e7 c4d5 e8g8 b1c3 b7b5 a2a3 c8b7 d3d4 a7a6 f1e2 b8d7,2,2,0,0,2772.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 h2h3 d6d5 d2d3 e4f6 d3d4 b8c6 f1b5 f8d6 e1g1 e8g8 f1e1 c8f5 b5c6 b7c6 c1g5 h7h6,2,0,0,2,2805.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 b1c3 g7g6 d2d4 f7g7 c1e3 f6g4 e3f4 f8e7 d1d2 h8f8 f1e2 g6g5 f4g3 b8c6 c3d5 h7h6,1,0,0,1,2730.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 d2d4 c7c5 b1c3 c5d4 f1c4 f7e8 d1d4 b8c6 d4e3 d8b6 e3g3 c6d4 e1g1 c8e6 c4e6 d4e6,2,0,0,2,2817.0
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 d2d4 c7c5 f1c4 c8e6 c4e6 f7e6 d4d5 e6f7 b1c3 b8d7 e1g1 b7b5 c3b5 f6e4 d1g4 d7f6,2,0,0,2,2640.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 d2d4 g7g6 b1c3 c8e6 f1d3 f8g7 e1g1 h8f8 e4e5 d6e5 d4e5 f6d5 c3e4 f7g8 e4g5 d8c8,2,0,2,0,3608.5
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 d2d4 g7g6 b1c3 c8e6 f1d3 f8g7 e1g1 h8f8 e4e5 d6e5 d4e5 f6d5 c3e4 h7h6 e4c5 d8e7,2,0,2,0,3608.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 c1f4 e5e4 c3e4 c8f5 f1d3 e8c8 e1c1 f5g6,2,0,0,2,2617.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f7f6 c3b5 f8b4 c2c3 b4a5,2,0,2,0,2662.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f7f6 e1c1 c8d7 c3b5 d7b5,2,0,0,2,2720.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f7f6 e1c1 c8d7 c3b5 e8c8,2,2,0,0,2789.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f7f6 e1c1 c8d7 f1b5 c7c6,2,0,2,0,2711.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f7f6 e1c1 c8d7 f4e5 f6e5,3,0,3,0,2709.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f8d6 c3b5 e5f3 e1e2 f3d4,2,0,2,0,2630.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f8d6 f4g3 c8d7 c3e4 e8c8,1,1,0,0,2644.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f8d6 f4g3 c8e6 c3b5 a7a6,2,0,0,2,2723.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f8d6 f4g3 c8f5 e1c1 e8c8,2,2,0,0,2623.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f8d6 f4g3 c8g4 f2f3 g4f5,2,0,0,2,2655.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f8d6 f4g3 h7h5 c3b5 h5h4,4,0,4,0,2704.75
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f8d6 f4g3 h7h5 e1c1 f7f6,4,2,2,0,2677.25
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c1f4 f8d6 f4g3 h7h5 h2h4 c8g4,2,0,0,2,2751.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c3b5 f8b4 c1d2 b4d2 e1d2 e8d8,14,4,8,2,2682.1428571428573
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c3b5 f8b4 c2c3 b4a5 c1f4 f7f6,2,2,0,0,2763.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 b1c3 e7e5 e4e5 c6e5 c3b5 f8d6 b5d6 c7d6 c1e3 c8e6,2,0,2,0,2792.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 f1b5 c8d7 b1c3 e8c8 c1f4 e7b4 e1c1 b4e4 c3e4 c6e5,2,0,2,0,2685.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 f1b5 c8d7 b1c3 e8c8 e1g1 c6e5 c1f4 e5g6 b5d7 d8d7,2,0,0,2,2645.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 d4e5 b8c6 f1b5 c8d7 e1g1 e8c8 b1c3 c6e5 c1e3 a7a6 c3d5 e7e6,2,0,0,2,2654.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 d2d4 d6e5 e4e5 c8e6 b1c3 c7c6 f1e2 b8d7 e5g3 e7f6 e1g1 f8e7 c1e3 e6f5,1,0,0,1,2696.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 f2f4 d6e5 f4e5 f7f5 e4e3 b8c6 b1c3 c6b4 e1d1 c8e6 a2a3 b4c6 f1b5 g7g5,4,2,2,0,2759.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 d7d6 f2f4 d6e5 f4e5 f7f5 e4e3 b8c6 b1c3 c6e5 d2d4 e5g4 e3e7 f8e7 c1f4 c7c6,1,0,0,1,2772.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d2d3 e4f6 d3d4 d7d5 f1d3 f8d6 e1g1 e8g8 c1f4 f8e8 f1e1 c7c5 b1c3 c5c4 d3e2 b8c6 e2f3 c8e6,2,2,0,0,2809.0
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d2d4 d7d5 f1d3 b8d7 e1g1 d7e5 d4e5 e4c5 b1c3 c7c6 f2f4 f7f6 e5f6 d8f6 f1e1 f8e7 c1e3 e8g8,2,0,0,2,2653.5
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d2d4 d7d5 f1d3 b8d7 e1g1 f8d6 e5d7 c8d7 b1c3 d8h4 g2g3 e4c3 f1e1 e8f8 b2c3 h4g4 d1g4 d7g4,2,0,2,0,2645.0
e2e4 e7e5 g2g3 c7c6 c2c3 g7g6 f1e3 f8e6 c1e2 c8e7 e1f1 e8f8 f2f4 f7f5 f4e5 f5e4 f1f8 e6f8 b1e4 b8e5 e4b4 b7b6 d2d4 e5a5,2,2,0,0,2795.0
e2e4 e7e5 g2g3 d7d6 d2d3 g7g6 a2a4 a7a5 g1e2 c8d7 f2f4 f8e6 f1e3 g8e7 f4e5 d6e5 e1f1 e8f8 e3d5 f7f5 e2c3 c7c6 d5e7 d8e7,2,0,2,0,2761.0
e2e4 e7e5 g2g3 d7d6 d2d4 e5d4 d1d4 g8e7 f2f4 g7g6 d4d3 f7f5 c1d2 e8f6 e4f5 c8f5 d3b3 f5e4 g1f3 d8d7 e1d3 b8a8 b1a1 d8e8,2,2,0,0,2704.5
e2e4 e7e5 g2g3 d8c6 f2f4 f7f6 d1c3 e8d6 f1h3 c8d8 e1f3 g7g6 c1e1 f8h6 g1c5 d6c4 d2d3 c4b6 a2a4 b6c8 a4a5 b7b6 a5b6 a7b6,2,0,0,2,2751.5
e2e4 e7e5 g2g3 g7g6 b2b3 b7b6 c1b2 c8b7 f2f4 d7d6 f4e5 d6e5 f1e3 f8e6 d2d3 e6d4 g1f3 d8d7 a2a4 a7a5 e3c4 f7f6 f3d4 e5d4,2,2,0,0,2782.0
e2e4 e7e5 g2g3 g7g6 c2c3 c7c6 b1c2 c8e7 c1e2 f7f5 e4f5 e7f5 d1a1 b8c7 f2f4 c7a5 b2b3 d7d5 h1g2 d8a8 g2h3 d5d4 h3f5 g6f5,2,0,2,0,2753.0
e2e4 e7e5 g2g3 g7g6 d2d3 d7d6 a2a4 a7a5 f1e3 f8e6 g1e2 g8e7 e1f1 e6c5 b2b3 f7f5 e4f5 e7f5 c1b2 c8e6 e2c3 d8d7 e3f5 e6f5,2,0,0,2,2712.0
e2e4 e7e5 g2g3 g7g6 f2f4 d7d6 d2d3 g8e7 g1f3 f8e6 f4e5 d6e5 f1e3 e7c6 c1d2 e6d4 f3d4 e5d4 e3d5 c6e5 d1e2 c7c6 d5f4 g6g5,2,0,2,0,2784.5
e2e4 e7e5 g2g3 g7g6 f2f4 d7d6 f1e3 g8e7 g1e2 f8e6 d2d3 e5f4 g3f4 f7f5 e1h4 d8d7 a2a4 e8f7 a4a5 a7a6 a1a3 e6c5 e3d5 e7c6,1,0,1,0,2675.5
e2e4 e7e5 g2g3 g7g6 f2f4 d7d6 f4f5 d8c6 d1e3 c8d7 a2a4 c6d4 g1f2 a7a5 a1a3 h8g7 c2c3 d4c6 e1c2 c6e7 g3g4 g6f5 e4f5 f7f6,2,2,0,0,2639.0
e2e4 e7e5 g2g3 g7g6 f2f4 e5f4 g3f4 f7f5 e4e5 b8c6 d2d4 g8c4 d4d5 c4f1 e1f1 c6e5 f4e5 e8e5 b1d2 d8f7 a2a4 c8f8 a1a3 f7d6,2,0,0,2,2700.0
e2e4 e7e5 g2g3 g7g6 f2f4 f7f5 e4f5 f8f5 c1d3 g8c4 h1e4 f5f8 f4e5 f8f1 e1f1 c4d3 e4d3 h8e5 d1e3 c8d6 c2c3 e5g7 b1c2 d8e6,1,1,0,0,2760.0
e2e4 e7e5 g2g3 g7g6 g1e2 d7d6 h1g2 f7f5 e4f5 g6f5 d2d4 e8h5 f2f3 f8e6 e1c3 e5e4 f1d2 d6d5 d1f1 c8d7 d2b3 b7b6 e2f4 e4f3,1,1,0,0,2699.0
e2e4 e7e5 g2g3 g8f6 f1g2 f8c5 b1c3 c7c6 g1f3 d7d5 d1e2 e8g8 e1g1 f8e8 d2d3 h7h6 g1h1 a7a5 e4d5 c6d5 f3e5 c5d4 f2f4 b8c6,2,0,0,2,2684.0
e2e4 e7e5 h1g3 a8b6 d2d4 e5d4 e1b4 d7d6 b4d4 f8g8 f1g1 d8f6 d4d3 c8e6 b2b3 d6d5 c1a3 f6e7 a3e7 e8e7 c2c3 h8g6 a1c2 b8d8,2,2,0,0,2693.0
e2e4 e7e5 h1g3 d7d6 d2d4 h8g6 g1e2 g6h4 f1g1 g7g6 d4e5 d6e5 f2f4 g8e7 g3f1 e7c6 e1f2 c8g4 f1d2 e5f4 g2g3 f4g3 h2g3 f7f5,2,2,0,0,2715.5
e2e4 e7e5 h1g3 f7f6 c2c3 c7c6 f2f3 d8b6 f1e3 b8c7 d1b3 f8e6 g1f2 h8g6 c1e1 g8f7 g3f5 c8e8 b1d1 g6f4 g1h1 g8h8 d2d4 e5d4,1,1,0,0,2781.5
e2e4 e7e5 h1g3 f7f6 d1e3 c7c6 f1e2 h8g6 c2c3 g6f4 b1c2 b8c7 d2d4 e5d4 c3d4 c7a5 e1d1 f4e2 g3e2 d8e6 d4d5 e6c7 e2c3 g8f7,2,0,0,2,2731.0
e2e4 e7e5 h1g3 f7f6 f2f3 c7c6 c2c3 d8b6 f1e3 h8g6 g3f5 f8e6 g2g3 g8f7 h2h4 b8c7 e3c4 c8b8 c4b6 a7b6 b1d3 d7d5 d1c2 e8d8,1,0,0,1,2729.0
e2e4 e7e5 h1g3 f7f6 f2f3 c7c6 d2d4 g8c4 c1e2 h8g6 b2b3 c4e2 g3e2 e8f7 c2c4 d8f8 d4d5 c6d5 c4d5 b8d6 g1e3 g6f4 e1f2 c8e7,2,2,0,0,2764.5
e2e4 e7e5 h1g3 f7f6 f2f3 d7d5 d2d4 h8g6 c1b3 c8d6 g3f5 d6c4 e1c3 d5e4 f3e4 e5d4 c3d4 d8c8 f5e3 e8b5 f1f5 g6e5 a2a4 c4e3,2,0,0,2,2740.5
e2e4 e7e5 h1g3 f8c5 d1e2 h8g6 d2d3 g6f4 e2f3 g7g5 c1e3 d7d6 g3f5 g8f6 g2g3 c8f5 e4f5 g5g4 f3d1 f4d5 e3c5 d6c5 h2h3 h7h5,2,0,0,2,2749.0
e2e4 e7e5 h1g3 f8c5 f1c4 f7f6 c4g8 e8g8 f2f3 d7d6 g3f5 d8c6 g1c5 d6c5 d1c3 c8e8 d2d3 b8a8 c3d5 h8g6 g2g3 c8b8 e1c3 g8f8,2,2,0,0,2703.5
e2e4 e7e5 h1g3 f8c5 g1h3 a7a5 a2a3 d8e7 c2c3 g8h6 d2d4 c5a7 d1a4 e5d4 c3d4 c8e8 f1d3 b7b5 d3b5 d7d5 b5d3 d5e4 d3e4 a8e4,2,0,2,0,2677.5
e2e4 e7e5 h1g3 g8f6 d2d3 d7d5 f2f4 e5f4 c1f4 h8g6 f4d2 d5e4 d3e4 g6e5 g1f3 e5f3 g2f3 d8e7 d2e3 c8e6 d1e2 e8a4 b2b3 a4a3,2,0,2,0,2715.5
e2e4 e7e5 h1g3 g8f6 d2d4 d7d6 f2f4 e5d4 g1f3 c7c5 e4e5 d6e5 f4e5 f6d5 g3e4 d8e7 e5e6 c8e6 e1g3 b8c8 d1e2 h8g6 f3g5 e8c6,2,2,0,0,2812.0
e2e4 e7e5 h1g3 h8g6 d2d4 e5d4 g1f3 c7c5 c2c3 d7d5 c3d4 d5e4 g3e4 e8c6 f1d3 c5d4 e4g5 c8c7 d3g6 h7g6 f3d4 c6d5 c1c7 b8c7,2,0,0,2,2715.5
e2e4 e7e5 h1g3 h8g6 f2f3 d8e6 a2a4 a7a5 b1a2 f7f6 g3f5 b8a7 g1a7 a8a7 d1c3 g6e7 f1f2 c8b8 a2e6 g8e6 f5e7 f8e7 d2d4 e5d4,2,0,0,2,2666.5
e2e4 e7e5 h1g3 h8g6 g1f3 g8h6 c2c3 f7f5 d2d3 d7d6 e1d2 f5e4 d3e4 g6f4 d1b3 e8g6 b3c2 d8e7 g3e2 f4e6 h2h3 f8f6 d2e3 c8f8,2,2,0,0,2679.5
e2e4 e7e5 h1g3 h8g6 g1h3 g8f6 f2f4 d7d5 f4e5 g6e5 d2d4 e5c4 e4e5 f6d7 d1f3 d7b6 a2a4 b6a4 b2b3 c4a3 b1a2 a4b6 f3e2 a7a5,2,2,0,0,2640.5
e2e4 e7e5 h2h3 g8f6 b1c3 f8b4 g1e2 d7d5 e4d5 f6d5 a2a3 d5c3 e2c3 b4d6 f1c4 e8g8 d2d3 b8c6 e1g1 f8e8 c3e4 c8e6 c4b5 d8d7,1,1,0,0,2658.0
e2e4 e7e5 h2h3 h7h6 g1h2 g8h7 f1h1 f8h8 c2c3 c7c6 d2d4 e5d4 h2b8 a8b8 c3d4 d7d5 e4e5 h7b1 a1b1 d8e6 c1b3 f7f6 e5f6 f8f6,2,0,0,2,2778.0
e2e4 e7e6 a1b3 a8b6 f2f4 d7d5 h1g3 d5e4 g3e4 h8g6 d2d4 d8e7 g2g3 e8c6 d1f3 c6d5 e1f2 f8e8 f1e2 e8c6 h2h4 b6c4 h4h5 g6f8,2,2,0,0,2667.5
